,Champ,Stats,Items,Runes
202,"Ryze
Mage
Fighter","Games Played8968594
Pick Rate7.14%
Win Rate48%","['Everfrost', 'Corrupting Potion', ""Seraph's Embrace"", ""Sorcerer's Shoes"", 'Force of Nature', '', 'Farsight Alteration', 'Flash', 'Teleport', '', '', '', '']","['3\nSorcery', 'Phase Rush\nHitting an enemy champion with 3 separate attacks or abilities grants a burst of MS.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
203,"Ryze
Mage
Fighter","Games Played8968594
Pick Rate7.14%
Win Rate48%","['Cloth Armor', ""Zhonya's Hourglass"", 'Everfrost', ""Seraph's Embrace"", '', 'Ionian Boots of Lucidity', 'Farsight Alteration', 'Flash', 'Teleport', '', '', '', '']","['3\nSorcery', 'Phase Rush\nHitting an enemy champion with 3 separate attacks or abilities grants a burst of MS.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', '2\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
204,"Samira
Marksman","Games Played24697
Pick Rate7.14%
Win Rate46%","['Cloak of Agility', 'Immortal Shieldbow', 'Plated Steelcaps', 'The Collector', 'Pickaxe', 'B. F. Sword', 'Farsight Alteration', 'Cleanse', 'Flash', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Cut Down\nDeal more damage to champions with more max health than you.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
205,"Samira
Marksman","Games Played24697
Pick Rate7.14%
Win Rate46%","[""Doran's Blade"", 'Vampiric Scepter', 'Noonquiver', 'Cloak of Agility', 'Cloth Armor', '', 'Stealth Ward', 'Flash', 'Cleanse', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Last Stand\nDeal more damage to champions while you are low on health.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
206,"Sejuani
Tank
Fighter","Games Played922275
Pick Rate7.14%
Win Rate50%","['Fimbulwinter', 'Sunfire Aegis', 'Plated Steelcaps', 'Bramble Vest', 'Ruby Crystal', '', 'Oracle Lens', 'Flash', 'Smite', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Armor\n+6 Armor', 'Armor\n+6 Armor']"
207,"Sejuani
Tank
Fighter","Games Played922275
Pick Rate7.14%
Win Rate50%","['Sunfire Aegis', ""Warmog's Armor"", ""Randuin's Omen"", 'Thornmail', ""Mercury's Treads"", ""Spectre's Cowl"", 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Armor\n+6 Armor', 'Scaling Health\n+15-90 HP (based on level)']"
208,"Senna
Marksman
Support","Games Played38410
Pick Rate7.14%
Win Rate43%","['Stiefel der Wendigkeit', 'Eklipse', 'Gezackter Langdolch', 'Sense des schwarzen Nebels', 'Langschwert', 'Langschwert', 'Linse des Orakels', 'Blitz', 'Erschöpfen', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
209,"Senna
Marksman
Support","Games Played38410
Pick Rate7.14%
Win Rate43%","['Sense des schwarzen Nebels', 'Eklipse', 'Axiombogen', 'Stiefel der Wendigkeit', '', '', 'Linse des Orakels', 'Blitz', 'Heilen', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', '1\nPrecision', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
210,"Sett
Fighter
Tank","Games Played445912435
Pick Rate7.14%
Win Rate51%","['Blutgier', 'Beschichtete Stahlkappen', 'Schulterplatten von Weißfels', '', 'Phage', 'Rubinkristall', 'Linse des Orakels', 'Entzünden', 'Blitz', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
211,"Sett
Fighter
Tank","Games Played445912435
Pick Rate7.14%
Win Rate51%","['Ostrze Dorana', 'Buty', 'Odnawialna Mikstura', '', '', '', 'Totem Ukrycia', 'Błysk', 'Teleportacja', '', '', '', '']","['1\nPrecision', 'Fleet Footwork\nAttacking and moving builds Energy stacks. At 100 stacks, your next attack heals you and grants increased MS.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
212,"Shaco
Assassin","Games Played435831
Pick Rate7.14%
Win Rate49%","['Kolekcjoner', 'Długi Miecz', 'Nagolenniki Berserkera', 'Blask', 'Mroczne Ostrze Draktharru', 'Długi Miecz', 'Soczewka Wyroczni', 'Porażenie', 'Podpalenie', '', '', '', '']","['2\nDomination', 'Hail of Blades\nGain a large amount of Attack Speed for the first 3 attacks made against enemy champions.', 'Sudden Impact\nGain a burst of Lethality and Magic Penetration after using a dash, leap, blink, teleport, or when leaving stealth.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
213,"Shaco
Assassin","Games Played435831
Pick Rate7.14%
Win Rate49%","['Сила шторма', 'Сборщик долгов', 'Наголенники берсерка', 'Самый Лучший Меч', '', '', 'Лупа оракула', 'Кара', 'Воспламенение', '', '', '', '']","['2\nDomination', 'Hail of Blades\nGain a large amount of Attack Speed for the first 3 attacks made against enemy champions.', 'Sudden Impact\nGain a burst of Lethality and Magic Penetration after using a dash, leap, blink, teleport, or when leaving stealth.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
214,"Shen
Tank","Games Played179502723
Pick Rate7.14%
Win Rate52%","['Quimiotanque turbo', 'Redención', 'Ídolo prohibido', 'Escudo de Doran', 'Capa negatrón', 'Botas blindadas', 'Visión lejana modificada', 'Destello', 'Teleportar', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', '2\nDomination', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
215,"Shen
Tank","Games Played179502723
Pick Rate7.14%
Win Rate52%","['Botas jonias de la lucidez', 'Medallón de los Solari de Hierro', 'Baluarte de la montaña', 'Guardián de control', 'Cadenas de Anatema', 'Elixir de hierro', 'Lente del oráculo', 'Prender', 'Destello', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '2\nDomination', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', 'Attack Speed\n+10% Attack Speed', 'Armor\n+6 Armor', 'Armor\n+6 Armor']"
216,"Shyvana
Fighter
Tank","Games Played560646
Pick Rate7.14%
Win Rate49%","['Słoneczna Egida', 'Odnawialna Mikstura', 'Rubinowy Kryształ', '', 'Płaszcz Negacji', 'Pancerniaki', 'Soczewka Wyroczni', 'Porażenie', 'Błysk', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
217,"Shyvana
Fighter
Tank","Games Played560646
Pick Rate7.14%
Win Rate49%","['Nocny Żniwiarz', 'Odnawialna Mikstura', 'Kosmiczny Impuls', 'Kostur Pustki', 'Absurdalnie Wielka Różdżka', 'Obuwie Maga', 'Soczewka Wyroczni', 'Błysk', 'Porażenie', '', '', '', '']","['2\nDomination', 'Dark Harvest\nDamaging a low health champion inflicts adaptive damage and harvests a soul from the victim.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
